Date,Open,High,Low,Close,Adj Close,Volume
2015-03-15,200.184,202.191,199.686,202.143,202.143,1769260
2015-03-16,202.143,202.199,200.738,200.796,200.796,1281115
2015-03-17,200.796,201.267,196.964,197.061,197.061,1563056
2015-03-18,197.061,197.094,193.393,193.52,193.52,1494494
2015-03-19,193.52,193.744,193.125,193.409,193.409,1373081
2015-03-20,193.409,193.847,193.108,193.113,193.113,1095571
2015-03-21,193.113,193.814,193.106,193.422,193.422,1155463
2015-03-22,193.422,195.396,193.038,194.883,194.883,1560691
2015-03-23,194.883,195.168,190.742,190.986,190.986,1011583
2015-03-24,190.986,191.093,189.709,189.767,189.767,2271286
2015-03-25,189.767,190.231,189.698,189.945,189.945,1173421
2015-03-26,189.945,190.238,189.679,190.174,190.174,1140067
2015-03-27,190.174,190.73,188.639,189.286,189.286,1174785
2015-03-28,189.286,189.447,188.051,188.588,188.588,1699933
2015-03-29,188.588,189.173,187.613,188.45,188.45,1136572
2015-03-30,188.45,188.852,186.294,187.011,187.011,1308560
2015-03-31,187.011,187.64,184.333,185.669,185.669,1010659
2015-04-01,185.669,187.908,185.306,187.283,187.283,1008429
2015-04-02,187.283,187.5,183.372,183.44,183.44,1322184
2015-04-03,183.44,184.126,183.224,183.859,183.859,1110485
2015-04-04,183.859,184.36,182.845,182.977,182.977,1141542
2015-04-05,182.977,183.615,181.016,181.507,181.507,1743107
2015-04-06,181.507,182.358,178.679,178.864,178.864,1518563
2015-04-07,178.864,181.186,178.689,180.227,180.227,1074331
2015-04-08,180.227,182.28,179.781,181.882,181.882,1536220
2015-04-09,181.882,182.407,181.614,182.017,182.017,1215972
2015-04-10,182.017,183.323,181.726,182.772,182.772,1294335
2015-04-11,182.772,183.542,182.638,183.352,183.352,1039446
2015-04-12,183.352,183.509,181.468,181.88,181.88,1102507
2015-04-13,181.88,182.547,181.831,182.125,182.125,1025979
2015-04-14,182.125,186,181.278,185.256,185.256,2019699
2015-04-15,185.256,185.391,184.395,184.899,184.899,1295978
2015-04-16,184.899,184.966,183.943,184.215,184.215,1777104
2015-04-17,184.215,185.123,181.274,181.467,181.467,2033362
2015-04-18,181.467,182.814,178.225,179.262,179.262,1768903
2015-04-19,179.262,179.389,178.891,179.387,179.387,2124639
2015-04-20,179.387,179.456,178.676,179.175,179.175,1722204
2015-04-21,179.175,183.414,179.172,182.344,182.344,1113483
2015-04-22,182.344,184.65,182.048,184.557,184.557,1696912
2015-04-23,184.557,184.703,184.274,184.345,184.345,1117202
2015-04-24,184.345,186.238,183.363,185.931,185.931,1012399
2015-04-25,185.931,187.392,185.404,187.339,187.339,1153242
2015-04-26,187.339,189.866,186.76,189.163,189.163,1257052
2015-04-27,189.163,190.082,189.115,189.529,189.529,1168681
2015-04-28,189.529,190.239,187.268,187.665,187.665,1033444
2015-04-29,187.665,188.097,187.557,187.57,187.57,1169231
2015-04-30,187.57,189.59,186.838,189.238,189.238,1462584
2015-05-01,189.238,191.328,189.192,190.988,190.988,1015264
2015-05-02,190.988,191.09,190.045,190.589,190.589,1124057
2015-05-03,190.589,190.831,187.362,187.847,187.847,1896005
2015-05-04,187.847,188.133,186.837,187.328,187.328,1085357
2015-05-05,187.328,188.024,184.15,184.368,184.368,1399773
2015-05-06,184.368,185.427,183.995,184.13,184.13,2310967
2015-05-07,184.13,186.827,183.742,185.441,185.441,1373485
2015-05-08,185.441,185.814,184.691,184.754,184.754,1054739
2015-05-09,184.754,185.098,181.965,182.471,182.471,1416323
2015-05-10,182.471,183.266,181.075,181.164,181.164,1744564
2015-05-11,181.164,181.615,179.053,179.473,179.473,1733347
2015-05-12,179.473,180.549,179.289,179.89,179.89,1222959
2015-05-13,179.89,180.781,179.301,180.011,180.011,1021318
2015-05-14,180.011,180.077,178.748,178.91,178.91,1442639
2015-05-15,178.91,178.989,177.262,178.73,178.73,2218187
2015-05-16,178.73,178.816,176.658,177.284,177.284,1331167
2015-05-17,177.284,179.182,177.221,178.897,178.897,1740831
2015-05-18,178.897,180.745,178.437,180.418,180.418,1028986
2015-05-19,180.418,180.835,178.646,178.772,178.772,1558406
2015-05-20,178.772,179.694,178.295,179.448,179.448,1688018
2015-05-21,179.448,180.076,177.426,177.924,177.924,1231798
2015-05-22,177.924,178.073,175.675,176.509,176.509,1532853
2015-05-23,176.509,177.277,173.981,174.963,174.963,1238388
2015-05-24,174.963,175.661,174.679,175.53,175.53,1523193
2015-05-25,175.53,179.467,174.715,179.094,179.094,2348337
2015-05-26,179.094,182.042,178.552,181.825,181.825,1006660
2015-05-27,181.825,182.247,181.323,182.2,182.2,1484556
2015-05-28,182.2,183.314,181.699,182.469,182.469,1040487
2015-05-29,182.469,183.868,182.007,182.49,182.49,1566775
2015-05-30,182.49,183.193,181.344,181.561,181.561,1212488
2015-05-31,181.561,182.181,178.344,178.979,178.979,1540180
2015-06-01,178.979,180.397,178.903,180.149,180.149,1418763
2015-06-02,180.149,180.967,180.109,180.154,180.154,1487928
2015-06-03,180.154,180.572,179.518,179.9,179.9,1704336
2015-06-04,179.9,181.752,179.076,180.913,180.913,1174241
2015-06-05,180.913,182.96,180.46,182.567,182.567,1263285
2015-06-06,182.567,184.922,181.634,184.656,184.656,1256414
2015-06-07,184.656,184.784,181.868,183.135,183.135,1076378
2015-06-08,183.135,183.297,182.075,182.204,182.204,1074282
2015-06-09,182.204,183.983,181.457,183.273,183.273,1175820
2015-06-10,183.273,183.851,181.043,181.185,181.185,2157389
2015-06-11,181.185,185.355,180.681,184.383,184.383,1539449
2015-06-12,184.383,185.409,184.071,184.552,184.552,1445962
2015-06-13,184.552,185.173,182.035,182.522,182.522,1360229
2015-06-14,182.522,185.168,182.274,184.935,184.935,1276012
2015-06-15,184.935,188.018,184.112,187.809,187.809,1224998
2015-06-16,187.809,190.399,186.918,190.298,190.298,1904977
2015-06-17,190.298,190.698,189.172,189.824,189.824,1491300
2015-06-18,189.824,190.132,185.196,185.457,185.457,1259267
2015-06-19,185.457,185.891,184.194,184.697,184.697,1541089
2015-06-20,184.697,186.113,183.493,185.899,185.899,1525912
2015-06-21,185.899,186.225,185.281,185.811,185.811,1058832
2015-06-22,185.811,186.656,185.385,186.074,186.074,1755359
2015-06-23,186.074,190.466,185.373,189.968,189.968,1378255
2015-06-24,189.968,190.652,188.926,190.562,190.562,1514197
2015-06-25,190.562,191.143,187.404,187.814,187.814,1350275
2015-06-26,187.814,188.818,187.05,187.115,187.115,1127222
2015-06-27,187.115,188.416,186.092,188.316,188.316,1276159
2015-06-28,188.316,189.676,187.56,189.251,189.251,1599960
2015-06-29,189.251,189.599,187.854,187.884,187.884,1836803
2015-06-30,187.884,191.606,187.411,190.648,190.648,1033000
2015-07-01,190.648,191.688,190.382,191.072,191.072,1522579
2015-07-02,191.072,191.75,187.582,187.68,187.68,1295478
2015-07-03,187.68,188.927,186.463,188.756,188.756,1415910
2015-07-04,188.756,189.381,187.681,187.994,187.994,1788367
2015-07-05,187.994,193.91,187.713,193.628,193.628,1500606
2015-07-06,193.628,195.397,193.465,195.231,195.231,1723781
2015-07-07,195.231,195.685,193.75,193.804,193.804,1434672
2015-07-08,193.804,193.897,188.643,188.769,188.769,1336854
2015-07-09,188.769,189.846,188.491,189.779,189.779,1563221
2015-07-10,189.779,190.418,188.041,188.867,188.867,1198796
2015-07-11,188.867,191.527,188.735,190.736,190.736,2103538
2015-07-12,190.736,191.125,189.704,190.219,190.219,1272925
2015-07-13,190.219,191.057,188.001,188.093,188.093,1551946
2015-07-14,188.093,188.172,184.696,184.987,184.987,1064010
2015-07-15,184.987,185.955,184.485,185.671,185.671,1105138
2015-07-16,185.671,189.279,185.624,189.109,189.109,1800544
2015-07-17,189.109,191.438,188.593,190.669,190.669,1374491
2015-07-18,190.669,191.084,189.665,190.812,190.812,1117272
2015-07-19,190.812,191.031,190.613,191.002,191.002,1144295
2015-07-20,191.002,192.764,190.592,191.987,191.987,1416618
2015-07-21,191.987,192.502,188.258,188.719,188.719,1046753
2015-07-22,188.719,189.407,186.606,186.814,186.814,1076207
2015-07-23,186.814,186.839,186.183,186.827,186.827,1486167
2015-07-24,186.827,188.378,186.614,187.743,187.743,1370562
2015-07-25,187.743,187.921,184.793,185.038,185.038,1162448
2015-07-26,185.038,185.782,184.349,184.424,184.424,1685727
2015-07-27,184.424,185.061,184.422,184.774,184.774,1002140
2015-07-28,184.774,186.914,184.631,186.81,186.81,1144581
2015-07-29,186.81,187.073,182.803,183.713,183.713,1497880
2015-07-30,183.713,185.001,183.634,184.844,184.844,1047393
2015-07-31,184.844,185,180.734,181.339,181.339,1399361
2015-08-01,181.339,183.298,180.21,182.287,182.287,1100223
2015-08-02,182.287,182.569,181.568,182.149,182.149,1407601
2015-08-03,182.149,182.185,179.459,180.464,180.464,1885300
2015-08-04,180.464,181.861,179.347,181.838,181.838,1307291
2015-08-05,181.838,183.9,181.37,183.15,183.15,1327110
2015-08-06,183.15,183.91,181.978,182.134,182.134,1438266
2015-08-07,182.134,183.084,182.044,182.953,182.953,1071399
2015-08-08,182.953,183.407,182.34,182.731,182.731,1043955
2015-08-09,182.731,183.522,181.789,182.179,182.179,1070193
2015-08-10,182.179,182.688,180.182,181.396,181.396,1209227
2015-08-11,181.396,182.602,181.244,181.928,181.928,1513627
2015-08-12,181.928,184.408,181.701,183.579,183.579,1054776
2015-08-13,183.579,184.084,182.732,182.83,182.83,1026331
2015-08-14,182.83,184.853,182.568,184.02,184.02,1059833
2015-08-15,184.02,184.333,182.994,183.254,183.254,1262051
2015-08-16,183.254,183.685,182.853,183.109,183.109,1282272
2015-08-17,183.109,185.849,182.357,185.16,185.16,1908767
2015-08-18,185.16,189.064,185.121,188.625,188.625,1400578
2015-08-19,188.625,189.026,186.668,186.705,186.705,2084975
2015-08-20,186.705,187.684,185.788,186.031,186.031,1132954
2015-08-21,186.031,187.108,185.649,186.83,186.83,1649993
2015-08-22,186.83,188.535,186.253,188.124,188.124,1593787
2015-08-23,188.124,188.533,187.914,188.169,188.169,1062978
2015-08-24,188.169,189.325,187.584,189.237,189.237,1357680
2015-08-25,189.237,189.799,187.979,188.266,188.266,1018037
2015-08-26,188.266,189.156,187.209,187.291,187.291,1044307
2015-08-27,187.291,187.569,183.699,183.878,183.878,1023499
2015-08-28,183.878,184.589,183.625,184.279,184.279,1190821
2015-08-29,184.279,185.823,183.84,185.684,185.684,1996620
2015-08-30,185.684,188.112,184.618,188,188,1571027
2015-08-31,188,188.571,186.631,186.825,186.825,1019073
2015-09-01,186.825,187.18,185.41,186.45,186.45,1125893
2015-09-02,186.45,186.847,185.04,185.602,185.602,1290714
2015-09-03,185.602,185.789,183.386,183.602,183.602,1687675
2015-09-04,183.602,183.757,179.135,179.25,179.25,1447509
2015-09-05,179.25,179.481,176.849,176.999,176.999,2050467
2015-09-06,176.999,177.902,175.051,175.112,175.112,1224770
2015-09-07,175.112,177.145,174.815,176.613,176.613,1236979
2015-09-08,176.613,176.94,176.459,176.749,176.749,1227855
2015-09-09,176.749,177.189,176.093,177.113,177.113,1672154
2015-09-10,177.113,177.483,174.505,174.527,174.527,1195011
2015-09-11,174.527,174.859,171.48,171.765,171.765,1958847
2015-09-12,171.765,171.987,170.772,171.194,171.194,1510092
2015-09-13,171.194,173.325,170.262,172.372,172.372,1653652
2015-09-14,172.372,175.689,172.124,175.686,175.686,1193835
2015-09-15,175.686,177.2,175.386,177.098,177.098,1583101
2015-09-16,177.098,179.97,176.668,179.634,179.634,1093403
2015-09-17,179.634,179.639,176.374,177.129,177.129,1068189
2015-09-18,177.129,180.918,176.269,180.717,180.717,1024154
2015-09-19,180.717,183.541,180.709,182.88,182.88,1149867
2015-09-20,182.88,183.804,182.245,183.642,183.642,1651294
2015-09-21,183.642,186.449,182.647,186.213,186.213,1033937
2015-09-22,186.213,186.878,184.769,184.812,184.812,1745342
2015-09-23,184.812,184.845,184.074,184.191,184.191,1255208
2015-09-24,184.191,185.758,183.336,185.504,185.504,1548282
2015-09-25,185.504,186.113,184.68,184.878,184.878,1191228
2015-09-26,184.878,185.9,184.26,185.339,185.339,1099564
2015-09-27,185.339,185.624,183.828,184.025,184.025,1222830
2015-09-28,184.025,184.36,182.883,183.033,183.033,1509839
2015-09-29,183.033,183.375,181.124,182.059,182.059,1218215
2015-09-30,182.059,184.449,181.522,184.333,184.333,1020571
2015-10-01,184.333,185.376,184.039,185.356,185.356,1262271
2015-10-02,185.356,187.086,185.036,187.003,187.003,1144597
2015-10-03,187.003,188.171,186.412,186.671,186.671,1282999
2015-10-04,186.671,187.537,185.859,186.235,186.235,1147205
2015-10-05,186.235,189.974,186.045,189.645,189.645,1095864
2015-10-06,189.645,189.69,187.779,188.147,188.147,1562059
2015-10-07,188.147,190.061,188.04,188.585,188.585,1196998
2015-10-08,188.585,189.745,188.422,189.711,189.711,1486469
2015-10-09,189.711,190.405,185.809,185.898,185.898,1161814
2015-10-10,185.898,189.689,185.783,188.901,188.901,1172256
2015-10-11,188.901,189.013,187.671,188.253,188.253,1404012
2015-10-12,188.253,191.777,188.17,191.59,191.59,1059283
2015-10-13,191.59,191.84,187.794,188.218,188.218,1171010
2015-10-14,188.218,189.23,187.8,188.855,188.855,1071805
2015-10-15,188.855,190.873,187.974,190.803,190.803,1059550
2015-10-16,190.803,191.251,188.826,189.731,189.731,1135067
2015-10-17,189.731,189.978,189.461,189.466,189.466,1586956
2015-10-18,189.466,189.947,189.39,189.548,189.548,1174665
2015-10-19,189.548,189.736,189.057,189.296,189.296,1569334
2015-10-20,189.296,190.005,186.467,186.865,186.865,1911002
2015-10-21,186.865,189.531,185.319,189.196,189.196,1830175
2015-10-22,189.196,189.676,188.347,188.728,188.728,1141573
2015-10-23,188.728,188.887,184.012,184.331,184.331,1085670
2015-10-24,184.331,184.426,183.621,183.7,183.7,1068473
2015-10-25,183.7,184.114,183.196,183.44,183.44,1488748
2015-10-26,183.44,184.829,183.38,184.546,184.546,1117113
2015-10-27,184.546,186.289,184.055,185.604,185.604,1798152
2015-10-28,185.604,185.913,182.842,183.937,183.937,1710333
2015-10-29,183.937,184.142,183.352,184.035,184.035,1267682
2015-10-30,184.035,185.576,183.671,185.014,185.014,1577285
2015-10-31,185.014,186.503,185,186.023,186.023,2090620
2015-11-01,186.023,188.753,185.684,188.702,188.702,1572013
2015-11-02,188.702,189.007,187.8,188.004,188.004,1093577
2015-11-03,188.004,189.656,186.28,189.114,189.114,1548913
2015-11-04,189.114,189.671,189.063,189.29,189.29,1413211
2015-11-05,189.29,193.695,189.056,193.456,193.456,1214888
2015-11-06,193.456,194.017,189.513,190.49,190.49,1178429
2015-11-07,190.49,191.63,188.699,191.518,191.518,1393054
2015-11-08,191.518,194.155,191.077,193.393,193.393,1159637
2015-11-09,193.393,195.03,193.226,194.673,194.673,1012330
2015-11-10,194.673,194.99,189.81,190.041,190.041,1031788
2015-11-11,190.041,190.315,187.955,189.009,189.009,1174782
2015-11-12,189.009,189.952,188.995,189.676,189.676,1450242
2015-11-13,189.676,190.216,189.268,189.293,189.293,1587934
2015-11-14,189.293,189.842,186.274,186.627,186.627,1474917
2015-11-15,186.627,188.193,185.994,187.788,187.788,1233543
2015-11-16,187.788,187.876,183.777,184.513,184.513,1282327
2015-11-17,184.513,188.845,184.505,188.212,188.212,1692062
2015-11-18,188.212,188.822,186.428,187.013,187.013,1168343
2015-11-19,187.013,189.721,186.829,189.341,189.341,1458634
2015-11-20,189.341,190.997,186.502,187.357,187.357,1386880
2015-11-21,187.357,187.443,186.817,186.907,186.907,1018806
2015-11-22,186.907,189.277,186.596,189.042,189.042,1230467
2015-11-23,189.042,189.531,186.921,187.978,187.978,1383172
2015-11-24,187.978,188.506,186.689,188.419,188.419,1221722
2015-11-25,188.419,189.005,188.404,188.417,188.417,1345612
2015-11-26,188.417,191.161,187.874,191.142,191.142,1508944
2015-11-27,191.142,192.486,191.071,192.357,192.357,1237115
2015-11-28,192.357,194.798,191.315,193.854,193.854,1315796
2015-11-29,193.854,194.602,193.231,193.784,193.784,1240888
2015-11-30,193.784,194.418,192.137,192.228,192.228,1254675
2015-12-01,192.228,193.254,188.949,189.385,189.385,1223646
2015-12-02,189.385,190.309,189.093,189.738,189.738,1384396
2015-12-03,189.738,191.736,189.566,191.457,191.457,1296068
2015-12-04,191.457,192.373,191.176,192.197,192.197,2101120
2015-12-05,192.197,194.784,191.703,193.899,193.899,1535520
2015-12-06,193.899,196.133,193.747,195.242,195.242,1225385
2015-12-07,195.242,195.646,193.527,194.646,194.646,1210594
2015-12-08,194.646,195.273,194.191,194.754,194.754,1403314
2015-12-09,194.754,195.207,194.074,194.682,194.682,1272125
2015-12-10,194.682,195.344,193.168,193.281,193.281,1500902
2015-12-11,193.281,194.015,191.367,191.738,191.738,1336526
2015-12-12,191.738,192.651,191.3,192.501,192.501,1073554
2015-12-13,192.501,192.587,190.034,190.622,190.622,1151882
2015-12-14,190.622,191.373,187.327,187.916,187.916,1613740
2015-12-15,187.916,188.035,187.537,187.959,187.959,2249522
2015-12-16,187.959,190.326,187.684,190.242,190.242,1168559
2015-12-17,190.242,192.065,189.981,191.921,191.921,1282010
2015-12-18,191.921,192.448,187.424,188.31,188.31,1286663
2015-12-19,188.31,190.293,187.844,189.806,189.806,1301753
2015-12-20,189.806,190.1,185.13,185.843,185.843,1158779
2015-12-21,185.843,186.212,184.284,185.954,185.954,1966262
2015-12-22,185.954,186.58,185.689,186.534,186.534,1163435
2015-12-23,186.534,186.926,185.91,186.719,186.719,1686755
2015-12-24,186.719,188.166,186.382,188.145,188.145,2143142
2015-12-25,188.145,188.947,188.11,188.925,188.925,1039637
2015-12-26,188.925,189.974,188.741,189.876,189.876,2223760
2015-12-27,189.876,191.56,189.398,191.481,191.481,1470090
2015-12-28,191.481,193.146,190.947,192.03,192.03,1838177
2015-12-29,192.03,192.452,190.624,190.939,190.939,1109238
2015-12-30,190.939,191.088,190.032,190.59,190.59,1667357
2015-12-31,190.59,193.324,190.445,193.04,193.04,1627123
2016-01-01,193.04,195.671,192.337,195.422,195.422,1752716
2016-01-02,195.422,195.529,192.918,193.506,193.506,1524151
2016-01-03,193.506,196.42,192.885,195.827,195.827,1362930
2016-01-04,195.827,199.723,195.426,199.626,199.626,1777551
2016-01-05,199.626,199.731,198.266,198.377,198.377,1211537
2016-01-06,198.377,198.449,196.496,196.675,196.675,1350471
2016-01-07,196.675,197.729,196.416,196.588,196.588,2141092
2016-01-08,196.588,197.524,196.269,197.449,197.449,1265229
2016-01-09,197.449,198.217,196.395,196.477,196.477,1273505
2016-01-10,196.477,198.02,195.701,197.575,197.575,1201660
2016-01-11,197.575,197.89,197.118,197.554,197.554,1767399
2016-01-12,197.554,203.779,196.437,202.969,202.969,1699052
2016-01-13,202.969,204.324,202.145,204.168,204.168,1214317
2016-01-14,204.168,204.803,200.098,200.123,200.123,1592013
2016-01-15,200.123,200.242,196.773,197.139,197.139,1689716
2016-01-16,197.139,198.14,197.044,197.899,197.899,1750446
2016-01-17,197.899,198.644,197.542,197.639,197.639,1762823
2016-01-18,197.639,200.297,197.031,199.523,199.523,1297452
2016-01-19,199.523,204.561,198.61,203.969,203.969,1928220
2016-01-20,203.969,204.516,201.806,203.006,203.006,1950038
2016-01-21,203.006,204.21,202.452,202.828,202.828,1792638
2016-01-22,202.828,203.512,200.631,200.906,200.906,1257738
2016-01-23,200.906,204.233,200.698,204.118,204.118,1224194
2016-01-24,204.118,206.264,203.325,205.137,205.137,2038301
2016-01-25,205.137,205.281,204.591,205.176,205.176,1037876
2016-01-26,205.176,205.875,201.801,202.067,202.067,1243028
2016-01-27,202.067,202.671,200.285,200.405,200.405,1639675
2016-01-28,200.405,201.094,199.361,200.793,200.793,1262624
2016-01-29,200.793,201.438,198.45,198.468,198.468,1067289
2016-01-30,198.468,200.256,195.514,195.895,195.895,1340123
2016-01-31,195.895,198.101,195.389,197.908,197.908,1567879
2016-02-01,197.908,198.357,196.843,197.54,197.54,1191716
2016-02-02,197.54,199.448,197.028,198.998,198.998,1140254
2016-02-03,198.998,199.496,197.633,197.676,197.676,1537787
2016-02-04,197.676,198.132,195.243,195.565,195.565,1500334
2016-02-05,195.565,199.538,195.481,198.318,198.318,1259798
2016-02-06,198.318,199.457,198.241,199.407,199.407,1277958
2016-02-07,199.407,204.033,199.365,203.695,203.695,2249464
2016-02-08,203.695,203.792,200.749,201.523,201.523,1036958
2016-02-09,201.523,202.181,199.723,200.255,200.255,1029999
2016-02-10,200.255,202.854,199.549,201.806,201.806,1657294
2016-02-11,201.806,202.261,201.61,201.837,201.837,1060148
2016-02-12,201.837,202.498,200.684,202.45,202.45,1469956
2016-02-13,202.45,203.045,202.243,202.821,202.821,1548595
2016-02-14,202.821,203.99,201.604,203.684,203.684,1017852
2016-02-15,203.684,204.768,203.453,204.439,204.439,1026215
2016-02-16,204.439,204.684,203.982,204.154,204.154,1948825
2016-02-17,204.154,204.252,201.738,202.756,202.756,1640327
2016-02-18,202.756,202.798,201.302,201.394,201.394,1205278
2016-02-19,201.394,202.133,201.029,201.359,201.359,1705963
2016-02-20,201.359,201.755,201.275,201.63,201.63,1766739
2016-02-21,201.63,202.492,199.065,199.895,199.895,1019143
2016-02-22,199.895,200.082,197.346,198.87,198.87,1225383
2016-02-23,198.87,201.669,198.629,201.006,201.006,1466146
2016-02-24,201.006,201.722,200.093,200.592,200.592,1299092
2016-02-25,200.592,200.977,198.899,199.668,199.668,1012734
2016-02-26,199.668,200.491,198.921,200.222,200.222,1040023
2016-02-27,200.222,200.773,198.689,198.922,198.922,1205751
2016-02-28,198.922,200.078,198.523,199.942,199.942,1602966
2016-02-29,199.942,200.353,198.487,199.733,199.733,1291226
2016-03-01,199.733,200.437,197.391,198.871,198.871,1500681
2016-03-02,198.871,198.939,198.429,198.61,198.61,1585904
2016-03-03,198.61,199.43,198.177,198.667,198.667,1052447
2016-03-04,198.667,202.509,198.216,201.742,201.742,1597541
2016-03-05,201.742,203.114,201.295,201.477,201.477,1438625
2016-03-06,201.477,202.74,200.759,202.395,202.395,1467902
2016-03-07,202.395,204.878,201.746,204.428,204.428,1112379
2016-03-08,204.428,206.305,204.107,205.561,205.561,2076528
2016-03-09,205.561,208.431,204.539,208.192,208.192,1089094
2016-03-10,208.192,208.224,205.426,205.886,205.886,1198143
2016-03-11,205.886,206.844,205.067,205.985,205.985,2167240
2016-03-12,205.985,207.992,205.839,206.695,206.695,1099369
2016-03-13,206.695,207.829,206.564,207.809,207.809,1641472
2016-03-14,207.809,208.368,207.12,207.841,207.841,1247318
2016-03-15,207.841,208.958,207.355,208.127,208.127,1220744
2016-03-16,208.127,208.407,204.923,205.65,205.65,1697822
2016-03-17,205.65,206.304,204.542,204.761,204.761,1124101
2016-03-18,204.761,205.856,204.455,205.812,205.812,1022902
2016-03-19,205.812,208.78,205.584,208.174,208.174,1241801
2016-03-20,208.174,209.765,206.875,209.693,209.693,1211563
2016-03-21,209.693,209.992,205.406,206.577,206.577,1485910
2016-03-22,206.577,206.775,204.527,204.651,204.651,1187370
2016-03-23,204.651,205.821,204.195,205.569,205.569,1032912
2016-03-24,205.569,206.444,203.124,203.228,203.228,1668622
2016-03-25,203.228,203.976,202.349,203.844,203.844,1437995
2016-03-26,203.844,204.207,201.918,202.997,202.997,1158728
